;CRE_1_A1_2013;CRE_1_A1_2016;CRE_1_A1_2017;CRE_1_A1_2018;CRE_1_A1_2019;CRE_1_A2_2013;CRE_1_A2_2016;CRE_1_A2_2017;CRE_1_A2_2018;CRE_1_A2_2019;CRE_1_A3_2013;CRE_1_A3_2016;CRE_1_A3_2017;CRE_1_A3_2018;CRE_1_A3_2019;CRE_1_A4_2013;CRE_1_A4_2016;CRE_1_A4_2017;CRE_1_A4_2018;CRE_1_A4_2019;CRE_1_A5_2013;CRE_1_A5_2016;CRE_1_A5_2017;CRE_1_A5_2018;CRE_1_A5_2019;CRE_1_A6_2013;CRE_1_A6_2016;CRE_1_A6_2017;CRE_1_A6_2018;CRE_1_A6_2019;CRE_1_B1_2013;CRE_1_B1_2016;CRE_1_B1_2017;CRE_1_B1_2018;CRE_1_B1_2019;CRE_1_B2_2013;CRE_1_B2_2016;CRE_1_B2_2017;CRE_1_B2_2018;CRE_1_B2_2019;CRE_1_B3_2013;CRE_1_B3_2016;CRE_1_B3_2017;CRE_1_B3_2018;CRE_1_B3_2019;CRE_1_B4_2013;CRE_1_B4_2016;CRE_1_B4_2017;CRE_1_B4_2018;CRE_1_B4_2019;CRE_1_B5_2013;CRE_1_B5_2016;CRE_1_B5_2017;CRE_1_B5_2018;CRE_1_B5_2019;CRE_1_B6_2013;CRE_1_B6_2016;CRE_1_B6_2017;CRE_1_B6_2018;CRE_1_B6_2019;CRE_2_C1_2013;CRE_2_C1_2016;CRE_2_C1_2017;CRE_2_C1_2018;CRE_2_C1_2019;CRE_2_C2_2013;CRE_2_C2_2016;CRE_2_C2_2017;CRE_2_C2_2018;CRE_2_C2_2019;CRE_2_C3_2013;CRE_2_C3_2016;CRE_2_C3_2017;CRE_2_C3_2018;CRE_2_C3_2019;CRE_2_C4_2013;CRE_2_C4_2016;CRE_2_C4_2017;CRE_2_C4_2018;CRE_2_C4_2019;CRE_2_C5_2013;CRE_2_C5_2016;CRE_2_C5_2017;CRE_2_C5_2018;CRE_2_C5_2019;CRE_2_C6_2013;CRE_2_C6_2016;CRE_2_C6_2017;CRE_2_C6_2018;CRE_2_C6_2019;CRE_2_D1_2013;CRE_2_D1_2016;CRE_2_D1_2017;CRE_2_D1_2018;CRE_2_D1_2019;CRE_2_D2_2013;CRE_2_D2_2016;CRE_2_D2_2017;CRE_2_D2_2018;CRE_2_D2_2019;CRE_2_D3_2013;CRE_2_D3_2016;CRE_2_D3_2017;CRE_2_D3_2018;CRE_2_D3_2019;CRE_2_D4_2013;CRE_2_D4_2016;CRE_2_D4_2017;CRE_2_D4_2018;CRE_2_D4_2019;CRE_2_D5_2013;CRE_2_D5_2016;CRE_2_D5_2017;CRE_2_D5_2018;CRE_2_D5_2019;CRE_2_D6_2013;CRE_2_D6_2016;CRE_2_D6_2017;CRE_2_D6_2018;CRE_2_D6_2019;CRE_3_E1_2013;CRE_3_E1_2016;CRE_3_E1_2017;CRE_3_E1_2018;CRE_3_E1_2019;CRE_3_E2_2013;CRE_3_E2_2016;CRE_3_E2_2017;CRE_3_E2_2018;CRE_3_E2_2019;CRE_3_E3_2013;CRE_3_E3_2016;CRE_3_E3_2017;CRE_3_E3_2018;CRE_3_E3_2019;CRE_3_E4_2013;CRE_3_E4_2016;CRE_3_E4_2017;CRE_3_E4_2018;CRE_3_E4_2019;CRE_3_E5_2013;CRE_3_E5_2016;CRE_3_E5_2017;CRE_3_E5_2018;CRE_3_E5_2019;CRE_3_E6_2013;CRE_3_E6_2016;CRE_3_E6_2017;CRE_3_E6_2018;CRE_3_E6_2019;CRE_3_F1_2013;CRE_3_F1_2016;CRE_3_F1_2017;CRE_3_F1_2018;CRE_3_F1_2019;CRE_3_F2_2013;CRE_3_F2_2016;CRE_3_F2_2017;CRE_3_F2_2018;CRE_3_F2_2019;CRE_3_F3_2013;CRE_3_F3_2016;CRE_3_F3_2017;CRE_3_F3_2018;CRE_3_F3_2019;CRE_3_F4_2013;CRE_3_F4_2016;CRE_3_F4_2017;CRE_3_F4_2018;CRE_3_F4_2019;CRE_3_F5_2013;CRE_3_F5_2016;CRE_3_F5_2017;CRE_3_F5_2018;CRE_3_F5_2019;CRE_3_F6_2013;CRE_3_F6_2016;CRE_3_F6_2017;CRE_3_F6_2018;CRE_3_F6_2019;RAT_1_A1_2013;RAT_1_A1_2016;RAT_1_A1_2017;RAT_1_A1_2018;RAT_1_A1_2019;RAT_1_A2_2013;RAT_1_A2_2016;RAT_1_A2_2017;RAT_1_A2_2018;RAT_1_A2_2019;RAT_1_A3_2013;RAT_1_A3_2016;RAT_1_A3_2017;RAT_1_A3_2018;RAT_1_A3_2019;RAT_1_A4_2013;RAT_1_A4_2016;RAT_1_A4_2017;RAT_1_A4_2018;RAT_1_A4_2019;RAT_1_A5_2013;RAT_1_A5_2016;RAT_1_A5_2017;RAT_1_A5_2018;RAT_1_A5_2019;RAT_1_A6_2013;RAT_1_A6_2016;RAT_1_A6_2017;RAT_1_A6_2018;RAT_1_A6_2019;RAT_1_B1_2013;RAT_1_B1_2016;RAT_1_B1_2017;RAT_1_B1_2018;RAT_1_B1_2019;RAT_1_B2_2013;RAT_1_B2_2016;RAT_1_B2_2017;RAT_1_B2_2018;RAT_1_B2_2019;RAT_1_B3_2013;RAT_1_B3_2016;RAT_1_B3_2017;RAT_1_B3_2018;RAT_1_B3_2019;RAT_1_B4_2013;RAT_1_B4_2016;RAT_1_B4_2017;RAT_1_B4_2018;RAT_1_B4_2019;RAT_1_B5_2013;RAT_1_B5_2016;RAT_1_B5_2017;RAT_1_B5_2018;RAT_1_B5_2019;RAT_1_B6_2013;RAT_1_B6_2016;RAT_1_B6_2017;RAT_1_B6_2018;RAT_1_B6_2019;RAT_2_C1_2013;RAT_2_C1_2016;RAT_2_C1_2017;RAT_2_C1_2018;RAT_2_C1_2019;RAT_2_C2_2013;RAT_2_C2_2016;RAT_2_C2_2017;RAT_2_C2_2018;RAT_2_C2_2019;RAT_2_C3_2013;RAT_2_C3_2016;RAT_2_C3_2017;RAT_2_C3_2018;RAT_2_C3_2019;RAT_2_C4_2013;RAT_2_C4_2016;RAT_2_C4_2017;RAT_2_C4_2018;RAT_2_C4_2019;RAT_2_C5_2013;RAT_2_C5_2016;RAT_2_C5_2017;RAT_2_C5_2018;RAT_2_C5_2019;RAT_2_C6_2013;RAT_2_C6_2016;RAT_2_C6_2017;RAT_2_C6_2018;RAT_2_C6_2019;RAT_2_D1_2013;RAT_2_D1_2016;RAT_2_D1_2017;RAT_2_D1_2018;RAT_2_D1_2019;RAT_2_D2_2013;RAT_2_D2_2016;RAT_2_D2_2017;RAT_2_D2_2018;RAT_2_D2_2019;RAT_2_D3_2013;RAT_2_D3_2016;RAT_2_D3_2017;RAT_2_D3_2018;RAT_2_D3_2019;RAT_2_D4_2013;RAT_2_D4_2016;RAT_2_D4_2017;RAT_2_D4_2018;RAT_2_D4_2019;RAT_2_D5_2013;RAT_2_D5_2016;RAT_2_D5_2017;RAT_2_D5_2018;RAT_2_D5_2019;RAT_2_D6_2013;RAT_2_D6_2016;RAT_2_D6_2017;RAT_2_D6_2018;RAT_2_D6_2019;RAT_3_E1_2013;RAT_3_E1_2016;RAT_3_E1_2017;RAT_3_E1_2018;RAT_3_E1_2019;RAT_3_E2_2013;RAT_3_E2_2016;RAT_3_E2_2017;RAT_3_E2_2018;RAT_3_E2_2019;RAT_3_E3_2013;RAT_3_E3_2016;RAT_3_E3_2017;RAT_3_E3_2018;RAT_3_E3_2019;RAT_3_E4_2013;RAT_3_E4_2016;RAT_3_E4_2017;RAT_3_E4_2018;RAT_3_E4_2019;RAT_3_E5_2013;RAT_3_E5_2016;RAT_3_E5_2017;RAT_3_E5_2018;RAT_3_E5_2019;RAT_3_E6_2013;RAT_3_E6_2016;RAT_3_E6_2017;RAT_3_E6_2018;RAT_3_E6_2019;RAT_3_F1_2013;RAT_3_F1_2016;RAT_3_F1_2017;RAT_3_F1_2018;RAT_3_F1_2019;RAT_3_F2_2013;RAT_3_F2_2016;RAT_3_F2_2017;RAT_3_F2_2018;RAT_3_F2_2019;RAT_3_F3_2013;RAT_3_F3_2016;RAT_3_F3_2017;RAT_3_F3_2018;RAT_3_F3_2019;RAT_3_F4_2013;RAT_3_F4_2016;RAT_3_F4_2017;RAT_3_F4_2018;RAT_3_F4_2019;RAT_3_F5_2013;RAT_3_F5_2016;RAT_3_F5_2017;RAT_3_F5_2018;RAT_3_F5_2019;RAT_3_F6_2013;RAT_3_F6_2016;RAT_3_F6_2017;RAT_3_F6_2018;RAT_3_F6_2019;ULL_1_A1_2013;ULL_1_A1_2016;ULL_1_A1_2017;ULL_1_A1_2018;ULL_1_A1_2019;ULL_1_A2_2013;ULL_1_A2_2016;ULL_1_A2_2017;ULL_1_A2_2018;ULL_1_A2_2019;ULL_1_A3_2013;ULL_1_A3_2016;ULL_1_A3_2017;ULL_1_A3_2018;ULL_1_A3_2019;ULL_1_A4_2013;ULL_1_A4_2016;ULL_1_A4_2017;ULL_1_A4_2018;ULL_1_A4_2019;ULL_1_A5_2013;ULL_1_A5_2016;ULL_1_A5_2017;ULL_1_A5_2018;ULL_1_A5_2019;ULL_1_A6_2013;ULL_1_A6_2016;ULL_1_A6_2017;ULL_1_A6_2018;ULL_1_A6_2019;ULL_1_B1_2013;ULL_1_B1_2016;ULL_1_B1_2017;ULL_1_B1_2018;ULL_1_B1_2019;ULL_1_B2_2013;ULL_1_B2_2016;ULL_1_B2_2017;ULL_1_B2_2018;ULL_1_B2_2019;ULL_1_B3_2013;ULL_1_B3_2016;ULL_1_B3_2017;ULL_1_B3_2018;ULL_1_B3_2019;ULL_1_B4_2013;ULL_1_B4_2016;ULL_1_B4_2017;ULL_1_B4_2018;ULL_1_B4_2019;ULL_1_B5_2013;ULL_1_B5_2016;ULL_1_B5_2017;ULL_1_B5_2018;ULL_1_B5_2019;ULL_1_B6_2013;ULL_1_B6_2016;ULL_1_B6_2017;ULL_1_B6_2018;ULL_1_B6_2019;ULL_2_C1_2013;ULL_2_C1_2016;ULL_2_C1_2017;ULL_2_C1_2018;ULL_2_C1_2019;ULL_2_C2_2013;ULL_2_C2_2016;ULL_2_C2_2017;ULL_2_C2_2018;ULL_2_C2_2019;ULL_2_C3_2013;ULL_2_C3_2016;ULL_2_C3_2017;ULL_2_C3_2018;ULL_2_C3_2019;ULL_2_C4_2013;ULL_2_C4_2016;ULL_2_C4_2017;ULL_2_C4_2018;ULL_2_C4_2019;ULL_2_C5_2013;ULL_2_C5_2016;ULL_2_C5_2017;ULL_2_C5_2018;ULL_2_C5_2019;ULL_2_C6_2013;ULL_2_C6_2016;ULL_2_C6_2017;ULL_2_C6_2018;ULL_2_C6_2019;ULL_2_D1_2013;ULL_2_D1_2016;ULL_2_D1_2017;ULL_2_D1_2018;ULL_2_D1_2019;ULL_2_D2_2013;ULL_2_D2_2016;ULL_2_D2_2017;ULL_2_D2_2018;ULL_2_D2_2019;ULL_2_D3_2013;ULL_2_D3_2016;ULL_2_D3_2017;ULL_2_D3_2018;ULL_2_D3_2019;ULL_2_D4_2013;ULL_2_D4_2016;ULL_2_D4_2017;ULL_2_D4_2018;ULL_2_D4_2019;ULL_2_D5_2013;ULL_2_D5_2016;ULL_2_D5_2017;ULL_2_D5_2018;ULL_2_D5_2019;ULL_2_D6_2013;ULL_2_D6_2016;ULL_2_D6_2017;ULL_2_D6_2018;ULL_2_D6_2019;ULL_3_E1_2013;ULL_3_E1_2016;ULL_3_E1_2017;ULL_3_E1_2018;ULL_3_E1_2019;ULL_3_E2_2013;ULL_3_E2_2016;ULL_3_E2_2017;ULL_3_E2_2018;ULL_3_E2_2019;ULL_3_E3_2013;ULL_3_E3_2016;ULL_3_E3_2017;ULL_3_E3_2018;ULL_3_E3_2019;ULL_3_E4_2013;ULL_3_E4_2016;ULL_3_E4_2017;ULL_3_E4_2018;ULL_3_E4_2019;ULL_3_E5_2013;ULL_3_E5_2016;ULL_3_E5_2017;ULL_3_E5_2018;ULL_3_E5_2019;ULL_3_E6_2013;ULL_3_E6_2016;ULL_3_E6_2017;ULL_3_E6_2018;ULL_3_E6_2019;ULL_3_F1_2013;ULL_3_F1_2016;ULL_3_F1_2017;ULL_3_F1_2018;ULL_3_F1_2019;ULL_3_F2_2013;ULL_3_F2_2016;ULL_3_F2_2017;ULL_3_F2_2018;ULL_3_F2_2019;ULL_3_F3_2013;ULL_3_F3_2016;ULL_3_F3_2017;ULL_3_F3_2018;ULL_3_F3_2019;ULL_3_F4_2013;ULL_3_F4_2016;ULL_3_F4_2017;ULL_3_F4_2018;ULL_3_F4_2019;ULL_3_F5_2013;ULL_3_F5_2016;ULL_3_F5_2017;ULL_3_F5_2018;ULL_3_F5_2019;ULL_3_F6_2013;ULL_3_F6_2016;ULL_3_F6_2017;ULL_3_F6_2018;ULL_3_F6_2019
Agrostis_alpina;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Agrostis_rupestris;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Alchemilla_fissa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alchemilla_gr._alpina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
